RowNumber,CustomerId,CreditScore,GeographyID,GenderID,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Bank DOJ
5684,15651664.0,615,1,2,61,6,104267.7,1,1,0,62845.64,1,2017-08-10 00:00:00
5685,15795132.0,735,1,2,25,5,91718.8,1,0,0,28411.23,0,2018-09-14 00:00:00
5686,15811565.0,705,2,2,47,3,63488.7,1,0,1,28640.92,1,2019-10-23 00:00:00
5687,15713774.0,644,2,2,46,4,12459.19,1,0,0,156787.34,1,2019-07-17 00:00:00
5688,15691840.0,505,3,2,37,4,159863.9,2,0,1,125307.87,0,2019-01-01 00:00:00
5689,15682021.0,471,3,1,23,7,104592.55,2,1,0,131736.23,0,2016-06-21 00:00:00
5690,15612931.0,722,2,2,50,7,132088.59,1,1,1,128262.14,0,2016-07-20 00:00:00
5691,15676707.0,577,2,2,39,3,0.0,2,1,0,91366.42,0,2019-12-30 00:00:00
5692,15601383.0,744,2,1,44,3,120654.68,1,1,0,82290.81,0,2019-11-24 00:00:00
5693,15662662.0,573,1,2,30,4,0.0,2,1,0,66190.21,0,2019-05-01 00:00:00
5694,15752694.0,653,1,2,32,3,83772.95,1,0,1,23920.65,0,2019-12-14 00:00:00
5695,15590683.0,660,1,2,31,4,172325.67,1,0,1,45438.38,0,2018-10-20 00:00:00
5696,15773591.0,787,1,1,46,6,117685.31,2,1,1,93360.35,0,2017-01-01 00:00:00
5697,15723620.0,617,1,1,41,4,0.0,2,0,1,14496.67,0,2019-07-23 00:00:00
5698,15671779.0,567,1,1,39,7,0.0,2,0,0,168521.72,0,2016-04-20 00:00:00
5699,15672966.0,682,2,2,64,6,0.0,2,1,1,103318.44,0,2016-12-13 00:00:00
5700,15624667.0,684,1,1,35,3,135871.5,1,1,1,87219.41,0,2019-10-08 00:00:00
5701,15812888.0,447,1,1,41,5,0.0,4,1,1,197490.39,1,2017-12-10 00:00:00
5702,15724154.0,625,3,2,49,4,128504.76,1,1,0,126812.63,1,2018-11-27 00:00:00
5703,15749540.0,585,1,1,36,6,0.0,2,1,0,94283.09,0,2017-01-05 00:00:00
5704,15621063.0,516,1,2,42,6,56228.25,1,1,0,46857.52,0,2017-07-10 00:00:00
5705,15661626.0,732,3,2,45,4,98792.4,1,1,0,81491.7,1,2018-11-12 00:00:00
5706,15698703.0,628,3,1,40,5,181768.32,2,1,1,129107.97,0,2017-11-29 00:00:00
5707,15801431.0,682,2,2,48,3,101198.01,1,1,1,49732.9,0,2019-12-15 00:00:00
5708,15649451.0,746,1,1,25,3,0.0,2,0,1,88728.47,0,2019-12-08 00:00:00
5709,15626156.0,655,1,2,60,6,0.0,2,1,1,86981.45,0,2017-07-15 00:00:00
5710,15606158.0,644,1,2,39,6,0.0,1,1,0,3740.93,0,2017-09-18 00:00:00
5711,15589496.0,778,1,1,34,5,139064.06,2,0,0,67949.32,0,2017-11-25 00:00:00
5712,15730345.0,617,1,2,35,5,104508.1,1,1,1,147636.46,0,2018-06-03 00:00:00
5713,15572038.0,660,3,1,35,5,113948.58,1,1,0,188891.96,1,2018-06-25 00:00:00
5714,15643439.0,537,1,1,47,4,0.0,2,0,1,25482.62,0,2018-11-08 00:00:00
5715,15604158.0,554,1,2,39,4,0.0,2,1,1,18391.93,0,2018-12-23 00:00:00
5716,15657396.0,806,1,1,31,4,0.0,2,0,1,140168.36,0,2019-01-08 00:00:00
5717,15709478.0,611,3,1,37,4,117524.72,2,0,1,161064.29,0,2019-06-23 00:00:00
5718,15628824.0,665,1,2,37,3,160389.82,1,0,1,183542.08,0,2019-11-21 00:00:00
5719,15814519.0,648,1,2,37,3,0.0,2,1,0,194238.92,0,2019-12-18 00:00:00
5720,15636520.0,692,1,1,27,3,125547.53,1,0,0,7900.46,0,2019-11-23 00:00:00
5721,15794414.0,507,2,1,46,4,92783.68,1,1,1,51424.29,0,2019-08-24 00:00:00
5722,15643671.0,696,3,1,49,3,97036.22,2,1,0,152450.84,1,2019-10-27 00:00:00
5723,15700650.0,681,1,1,34,3,0.0,2,0,0,55816.2,0,2019-12-24 00:00:00
5724,15680224.0,687,1,2,26,4,0.0,2,1,1,32909.13,0,2019-06-21 00:00:00
5725,15784286.0,641,2,1,40,3,102145.13,1,1,1,100637.07,0,2019-09-27 00:00:00
5726,15693996.0,507,1,2,33,4,113452.66,1,0,0,142911.99,0,2019-09-21 00:00:00
5727,15764343.0,688,2,2,46,7,155681.72,1,1,0,26287.21,0,2016-01-26 00:00:00
5728,15704168.0,535,3,1,38,7,127475.24,1,0,0,60775.76,1,2016-05-22 00:00:00
5729,15680197.0,701,1,1,41,6,0.0,2,1,1,146257.77,0,2016-09-25 00:00:00
5730,15633729.0,488,1,1,43,6,112751.13,1,1,1,28332.0,0,2017-06-16 00:00:00
5731,15577683.0,539,1,2,29,3,0.0,2,1,1,100919.19,0,2019-09-26 00:00:00
5732,15800746.0,674,1,1,45,4,144889.18,1,1,1,102591.9,1,2018-11-26 00:00:00
5733,15788686.0,538,2,1,40,3,0.0,2,1,1,25554.4,0,2019-11-11 00:00:00
5734,15742798.0,829,1,2,22,4,150126.44,1,1,0,152107.93,1,2019-01-06 00:00:00
5735,15596647.0,768,1,1,54,7,69712.74,1,1,1,69381.05,0,2016-08-12 00:00:00
5736,15756070.0,585,2,2,44,5,0.0,2,0,1,101728.46,0,2018-08-11 00:00:00
5737,15775116.0,581,1,1,31,4,0.0,2,0,0,89040.61,0,2018-11-05 00:00:00
5738,15575428.0,682,3,2,35,5,117438.92,2,1,1,16910.98,0,2017-10-24 00:00:00
5739,15654074.0,653,1,1,38,7,119315.75,1,1,0,150468.35,0,2016-07-20 00:00:00
5740,15695872.0,712,1,2,30,7,89571.59,1,1,1,177613.19,0,2016-09-22 00:00:00
5741,15568885.0,620,3,2,34,5,102251.57,1,1,0,120672.09,0,2018-06-29 00:00:00
5742,15725036.0,709,1,1,42,6,118546.71,1,0,1,77142.85,0,2017-04-22 00:00:00
5743,15632665.0,832,1,1,61,4,0.0,1,0,1,127804.66,1,2018-11-02 00:00:00
5744,15571476.0,635,2,1,38,3,103257.14,1,0,0,158344.63,0,2019-11-07 00:00:00
5745,15776850.0,749,2,2,43,4,124209.02,1,1,1,167179.48,0,2018-11-17 00:00:00
5746,15623649.0,629,2,1,32,5,0.0,2,1,1,15404.64,0,2018-06-29 00:00:00
5747,15751131.0,836,2,2,41,4,150302.84,1,1,1,156036.19,0,2019-01-03 00:00:00
5748,15688128.0,542,2,1,34,4,108653.93,1,0,1,144725.14,0,2018-10-07 00:00:00
5749,15678412.0,645,1,2,45,3,85325.93,1,0,0,22558.74,0,2019-11-27 00:00:00
5750,15770291.0,844,1,2,29,4,0.0,2,0,0,147342.03,0,2019-05-23 00:00:00
5751,15583392.0,747,3,1,37,6,135776.36,3,1,0,85470.45,1,2017-05-10 00:00:00
5752,15690731.0,645,1,1,40,5,131411.24,1,1,1,194656.11,0,2017-11-25 00:00:00
5753,15697948.0,752,2,2,36,5,0.0,2,1,1,48505.1,0,2018-04-09 00:00:00
5754,15608328.0,760,2,2,41,4,0.0,2,0,0,101491.23,0,2018-10-20 00:00:00
5755,15766378.0,714,3,2,45,4,106431.97,2,1,1,164117.69,0,2018-12-30 00:00:00
5756,15600813.0,717,1,1,50,4,90305.76,1,1,1,124626.57,0,2019-02-20 00:00:00
5757,15706217.0,645,3,1,28,4,117466.03,2,1,1,34490.06,0,2019-06-13 00:00:00
5758,15601417.0,681,1,1,32,3,148884.47,2,1,1,90967.37,0,2019-10-11 00:00:00
5759,15610972.0,681,3,2,44,3,91115.76,2,0,0,24208.84,1,2019-12-29 00:00:00
5760,15674620.0,679,3,2,37,4,77373.87,2,0,1,174873.09,0,2019-08-23 00:00:00
5761,15785350.0,528,2,1,23,4,104744.89,1,1,0,170262.97,0,2019-04-14 00:00:00
5762,15749119.0,710,1,2,31,5,0.0,2,1,1,112289.06,0,2017-12-20 00:00:00
5763,15756535.0,733,3,1,39,7,91538.51,1,1,1,93783.0,0,2016-05-05 00:00:00
5764,15700965.0,724,1,2,32,5,0.0,2,1,1,150026.79,0,2018-09-01 00:00:00
5765,15791851.0,726,1,2,34,3,185734.75,1,1,1,102036.82,0,2019-11-18 00:00:00
5766,15717156.0,520,1,1,30,4,143396.54,2,1,1,898.51,0,2019-07-28 00:00:00
5767,15740846.0,556,1,1,40,5,125909.85,1,1,1,95124.4,0,2018-07-02 00:00:00
5768,15573284.0,579,1,2,45,4,0.0,2,0,0,11514.39,0,2019-01-31 00:00:00
5769,15729083.0,674,1,1,36,6,154525.7,1,0,1,27468.72,0,2017-04-19 00:00:00
5770,15611612.0,570,1,2,29,6,0.0,1,1,0,37092.43,0,2017-09-22 00:00:00
5771,15694381.0,631,1,1,51,5,100654.8,1,1,0,171587.9,0,2018-07-26 00:00:00
5772,15651737.0,623,2,1,44,4,83325.77,1,0,1,80828.78,0,2018-11-15 00:00:00
5773,15663168.0,665,1,1,35,4,110934.54,1,1,0,169287.99,0,2019-01-17 00:00:00
5774,15643426.0,523,2,2,36,4,113680.54,1,0,0,13197.44,0,2019-09-12 00:00:00
5775,15618245.0,706,3,1,31,3,117020.08,2,1,0,54439.53,0,2019-10-19 00:00:00
5776,15717527.0,619,1,2,49,4,145359.99,1,1,0,38186.85,0,2019-06-23 00:00:00
5777,15793478.0,593,3,2,39,5,151391.68,1,1,0,27274.6,1,2017-11-19 00:00:00
5778,15642248.0,608,2,1,66,5,123935.35,1,1,1,65758.19,0,2018-08-29 00:00:00
5779,15640377.0,526,1,2,36,4,0.0,2,1,0,97767.63,0,2019-05-12 00:00:00
5780,15723950.0,684,2,1,40,5,70291.02,1,1,1,115468.84,1,2018-09-17 00:00:00
5781,15590327.0,604,3,2,42,5,166031.45,1,1,0,98293.14,0,2018-08-22 00:00:00
5782,15706199.0,636,3,1,36,4,96643.32,1,0,0,182059.28,0,2019-06-04 00:00:00
5783,15671514.0,669,2,2,33,5,0.0,2,0,1,128538.05,0,2018-07-01 00:00:00
5784,15727041.0,624,1,1,71,4,0.0,2,1,1,108841.83,0,2018-11-09 00:00:00
5785,15738063.0,631,1,1,29,4,0.0,2,1,1,18581.84,0,2019-03-01 00:00:00
5786,15711733.0,753,1,1,48,4,0.0,2,0,1,146821.42,0,2019-05-12 00:00:00
5787,15652320.0,588,1,1,40,4,0.0,2,0,0,100727.68,0,2018-10-28 00:00:00
5788,15634180.0,729,3,1,26,7,97268.1,2,1,0,39356.38,0,2016-01-18 00:00:00
5789,15694566.0,602,1,2,42,4,0.0,2,0,0,169921.11,1,2018-12-31 00:00:00
5790,15726103.0,689,3,2,55,7,76296.81,1,1,0,42364.75,1,2016-06-13 00:00:00
5791,15646351.0,486,2,1,27,3,0.0,2,1,0,28823.04,0,2019-12-04 00:00:00
5792,15730044.0,809,3,2,42,5,64497.94,3,0,1,182436.81,1,2017-10-13 00:00:00
5793,15795186.0,562,1,1,38,5,0.0,1,1,0,115700.2,0,2017-12-06 00:00:00
5794,15784890.0,763,2,2,32,6,0.0,2,1,0,16725.53,0,2017-05-06 00:00:00
5795,15694125.0,669,1,1,57,3,0.0,2,1,1,56875.76,0,2019-12-26 00:00:00
5796,15565891.0,709,1,1,39,5,0.0,2,1,0,56214.09,0,2018-08-14 00:00:00
5797,15674254.0,554,2,2,45,4,0.0,2,1,1,193412.05,0,2018-11-14 00:00:00
5798,15775206.0,699,1,1,37,6,0.0,2,0,0,83263.04,0,2016-11-20 00:00:00
5799,15797627.0,732,2,1,54,4,134249.7,1,0,1,13404.4,0,2019-08-28 00:00:00
5800,15649853.0,625,1,2,45,5,0.0,1,1,1,184474.15,1,2018-07-22 00:00:00
5801,15610379.0,599,1,1,30,3,105443.68,1,1,1,121124.53,0,2019-12-13 00:00:00
5802,15659800.0,584,2,2,50,4,0.0,1,0,1,152567.75,1,2019-05-17 00:00:00
5803,15716236.0,499,1,1,35,5,0.0,2,1,0,10722.54,0,2018-07-25 00:00:00
5804,15672053.0,526,2,1,38,4,0.0,2,0,0,58010.98,0,2018-11-30 00:00:00
5805,15663933.0,625,3,2,35,4,86147.46,2,1,0,163440.8,1,2019-09-17 00:00:00
5806,15814236.0,537,2,2,38,6,96939.06,1,1,1,102606.92,0,2016-12-31 00:00:00
5807,15583597.0,696,2,1,47,5,106758.6,1,1,1,80591.18,0,2018-05-27 00:00:00
5808,15607395.0,679,1,2,33,4,112528.65,2,1,0,177362.45,0,2019-08-30 00:00:00
5809,15694556.0,684,1,1,60,5,116563.58,1,1,0,120257.7,1,2017-11-19 00:00:00
5810,15744109.0,850,1,1,32,6,0.0,1,1,1,180622.02,0,2016-11-26 00:00:00
5811,15800688.0,495,2,2,42,5,0.0,2,0,0,130404.53,0,2017-12-07 00:00:00
5812,15810878.0,537,2,2,38,4,141786.78,1,0,1,147797.54,0,2019-08-03 00:00:00
5813,15587835.0,850,1,1,41,5,136416.82,1,0,1,57844.26,0,2017-11-17 00:00:00
5814,15763515.0,513,1,1,30,7,0.0,2,1,0,162523.66,0,2016-06-23 00:00:00
5815,15725882.0,618,3,2,40,6,133245.52,2,1,1,54495.82,0,2017-02-21 00:00:00
5816,15788022.0,802,3,2,41,6,90757.64,2,0,1,169183.66,0,2017-09-10 00:00:00
5817,15663917.0,547,1,1,43,5,92350.36,1,0,1,80262.91,0,2018-04-21 00:00:00
5818,15656865.0,613,3,1,69,4,78778.49,1,0,1,8751.59,0,2019-07-31 00:00:00
5819,15667971.0,592,3,2,34,6,102143.93,2,1,1,102628.98,0,2017-05-10 00:00:00
5820,15800366.0,546,1,1,29,5,0.0,1,1,1,94823.95,0,2017-10-05 00:00:00
5821,15717231.0,721,3,1,37,5,98459.6,1,0,0,90821.66,0,2017-12-08 00:00:00
5822,15643188.0,671,3,2,47,5,114603.76,2,1,0,153194.32,1,2018-04-12 00:00:00
5823,15671351.0,624,2,1,35,6,0.0,2,1,0,87310.59,0,2016-12-09 00:00:00
5824,15573628.0,751,3,2,51,3,148074.79,1,1,0,146411.41,1,2019-12-24 00:00:00
5825,15698953.0,636,2,1,36,4,0.0,3,1,1,74048.1,1,2019-04-14 00:00:00
5826,15753888.0,607,2,2,62,6,108004.64,1,1,1,23386.77,1,2016-11-12 00:00:00
5827,15737961.0,509,3,2,29,6,107712.57,2,1,1,92898.17,0,2017-05-16 00:00:00
5828,15801701.0,653,2,1,35,5,0.0,2,1,1,45956.05,0,2017-11-03 00:00:00
5829,15684419.0,709,2,2,37,4,0.0,3,1,0,71738.56,0,2018-11-18 00:00:00
5830,15794266.0,559,1,1,32,6,145303.52,1,1,0,103560.98,0,2017-06-14 00:00:00
5831,15810711.0,684,3,1,37,5,138476.41,2,1,1,52367.29,0,2018-04-14 00:00:00
5832,15771270.0,635,1,2,27,3,127471.56,1,1,1,152916.05,1,2019-12-06 00:00:00
5833,15607786.0,709,1,1,26,5,156551.63,1,0,1,4410.77,0,2018-03-08 00:00:00
5834,15624519.0,656,3,2,49,5,97092.87,1,1,0,74771.22,1,2017-11-21 00:00:00
5835,15799910.0,793,1,1,32,5,0.0,2,1,0,193817.63,1,2018-06-26 00:00:00
5836,15602479.0,609,2,1,37,4,129312.79,1,1,1,26793.82,0,2019-04-24 00:00:00
5837,15617419.0,618,3,2,29,7,100315.1,2,1,1,32526.64,0,2016-06-15 00:00:00
5838,15657603.0,850,1,2,35,6,81684.97,1,1,0,824.0,0,2017-09-02 00:00:00
5839,15570379.0,669,2,1,51,5,88827.53,1,0,0,85250.77,1,2018-03-06 00:00:00
5840,15772996.0,594,3,1,40,7,152092.44,2,1,1,83508.93,0,2016-02-02 00:00:00
5841,15729574.0,616,2,1,71,5,0.0,2,1,1,173599.38,0,2017-12-16 00:00:00
5842,15737267.0,676,1,2,49,3,0.0,1,1,0,79342.31,1,2019-10-26 00:00:00
5843,15799128.0,608,2,2,38,7,102406.76,1,0,1,57600.66,0,2016-03-08 00:00:00
5844,15813327.0,710,1,1,21,6,109130.96,2,1,1,56191.99,0,2016-10-15 00:00:00
5845,15711921.0,695,1,1,29,5,0.0,2,1,1,6770.44,0,2017-12-09 00:00:00
5846,15654300.0,530,3,1,33,5,75242.28,1,0,1,101694.67,0,2018-02-04 00:00:00
5847,15569945.0,509,2,1,29,5,0.0,2,1,0,69113.14,0,2018-07-19 00:00:00
5848,15569666.0,517,1,2,45,6,0.0,1,0,0,172674.36,1,2016-10-26 00:00:00
5849,15681887.0,758,3,1,33,4,129142.54,2,1,1,26606.28,0,2019-06-13 00:00:00
5850,15608873.0,665,1,1,51,6,0.0,1,0,0,53353.36,0,2017-09-07 00:00:00
5851,15762091.0,631,3,2,22,4,139129.92,1,1,1,63747.51,0,2019-05-21 00:00:00
5852,15722053.0,576,2,1,33,6,0.0,2,0,1,190112.05,0,2016-11-16 00:00:00
5853,15782100.0,544,2,1,22,6,66483.32,1,0,1,110317.39,0,2016-12-03 00:00:00
5854,15765300.0,596,3,1,40,6,62389.03,3,1,0,148623.43,1,2016-12-21 00:00:00
5855,15743570.0,481,1,2,34,6,0.0,2,1,1,125253.46,0,2017-08-23 00:00:00
5856,15608541.0,498,1,1,46,5,91857.66,1,1,0,101954.78,1,2017-10-26 00:00:00
5857,15750671.0,512,2,1,31,4,0.0,2,1,0,168462.26,0,2019-01-18 00:00:00
5858,15813659.0,594,1,2,56,4,0.0,1,1,0,26215.85,1,2019-08-07 00:00:00
5859,15757867.0,570,1,2,30,3,176173.52,1,1,0,97045.32,1,2019-11-26 00:00:00
5860,15652914.0,721,2,1,38,7,0.0,1,0,1,53534.8,0,2016-09-22 00:00:00
5861,15723818.0,453,1,2,37,5,131834.76,2,1,0,8949.2,0,2017-12-26 00:00:00
5862,15713819.0,562,1,1,48,6,92347.96,1,1,1,163116.75,0,2017-06-16 00:00:00
5863,15656484.0,682,1,1,40,5,0.0,2,1,1,140745.91,0,2018-04-28 00:00:00
5864,15778515.0,748,1,1,40,5,95297.11,1,0,0,171515.84,0,2017-12-15 00:00:00
5865,15803840.0,729,1,2,32,5,0.0,2,0,0,150803.44,0,2018-02-26 00:00:00
5866,15735339.0,663,1,1,39,4,0.0,1,1,0,76884.05,0,2018-10-03 00:00:00
5867,15600392.0,735,1,2,53,4,123845.36,2,0,1,170454.93,1,2018-11-30 00:00:00
5868,15625740.0,627,3,1,62,4,143426.34,2,1,1,143104.3,0,2018-11-09 00:00:00
5869,15663817.0,713,1,1,46,4,0.0,1,1,1,55701.62,0,2019-05-22 00:00:00
5870,15734461.0,562,3,1,31,4,112708.2,1,0,1,186370.3,0,2019-08-20 00:00:00
5871,15780142.0,632,1,1,43,4,100013.51,1,1,0,24275.32,0,2018-11-16 00:00:00
5872,15709920.0,479,1,2,33,3,208165.53,1,0,0,50774.81,1,2019-10-14 00:00:00
5873,15684248.0,658,2,1,21,5,0.0,2,0,1,154279.87,0,2018-07-21 00:00:00
5874,15643158.0,598,1,2,40,7,0.0,1,1,0,68462.59,1,2016-07-27 00:00:00
5875,15693902.0,597,1,1,19,5,0.0,2,1,1,91036.74,0,2018-07-02 00:00:00
5876,15578307.0,512,1,2,33,4,121685.31,2,1,1,83681.97,0,2019-04-11 00:00:00
5877,15585379.0,704,1,1,39,5,111525.02,1,1,0,199484.96,0,2017-09-26 00:00:00
5878,15758510.0,474,1,1,26,4,0.0,2,0,0,152491.22,0,2019-08-26 00:00:00
5879,15692918.0,604,3,1,36,5,113546.3,1,1,1,134875.37,0,2018-09-10 00:00:00
5880,15705301.0,683,1,1,41,5,95696.52,2,1,1,184366.14,0,2018-05-24 00:00:00
5881,15718231.0,537,1,1,28,7,88963.31,2,1,1,189839.93,0,2016-05-18 00:00:00
5882,15567991.0,794,2,1,31,3,144880.34,2,0,1,175643.44,0,2019-12-29 00:00:00
5883,15772650.0,732,1,1,55,4,136576.02,1,0,1,3268.17,1,2019-03-14 00:00:00
5884,15574795.0,495,1,2,38,4,63093.01,1,1,1,47089.72,0,2018-12-12 00:00:00
5885,15706036.0,552,3,1,38,7,132271.12,2,1,1,46562.02,0,2016-03-24 00:00:00
5886,15723856.0,602,1,2,29,6,88814.4,2,1,1,62487.97,0,2017-02-20 00:00:00
5887,15812920.0,607,3,1,40,4,90594.55,1,0,1,181598.25,0,2018-09-28 00:00:00
5888,15691287.0,675,3,2,33,4,141816.25,1,1,0,64815.05,1,2018-10-26 00:00:00
5889,15804797.0,443,1,2,54,3,138547.97,1,1,1,70196.23,1,2019-09-26 00:00:00
5890,15708650.0,727,1,2,31,3,52192.08,2,0,1,160383.47,0,2019-10-29 00:00:00
5891,15712777.0,482,1,1,38,3,124976.19,1,1,0,35848.12,0,2019-11-08 00:00:00
5892,15786469.0,686,1,2,34,7,0.0,2,1,0,87278.48,0,2016-07-15 00:00:00
5893,15669219.0,588,3,1,35,4,104356.38,1,1,0,94498.82,0,2019-07-01 00:00:00
5894,15641004.0,605,2,2,48,6,150315.92,1,0,1,133486.36,0,2016-11-20 00:00:00
5895,15648067.0,583,1,1,39,4,129299.28,2,1,0,73107.6,0,2018-12-11 00:00:00
5896,15704014.0,738,3,1,37,4,140950.92,2,1,0,195333.98,0,2019-01-26 00:00:00
5897,15645136.0,744,2,1,30,6,128065.12,1,1,0,121525.48,0,2017-08-26 00:00:00
5898,15709604.0,781,1,1,23,3,107433.48,1,1,0,173843.21,0,2019-11-26 00:00:00
5899,15713637.0,699,1,1,34,4,117468.67,1,1,0,185227.42,0,2018-11-09 00:00:00
5900,15793901.0,639,1,2,27,4,0.0,2,0,0,125244.18,0,2018-09-28 00:00:00
5901,15569759.0,583,1,2,27,4,0.0,3,1,0,163113.41,0,2019-09-19 00:00:00
5902,15712930.0,587,1,1,42,6,0.0,1,0,0,123006.91,0,2017-02-24 00:00:00
5903,15586504.0,694,1,1,40,6,0.0,2,1,0,40463.03,0,2017-08-10 00:00:00
5904,15677317.0,570,1,2,29,4,153040.03,1,1,1,131363.57,1,2018-12-17 00:00:00
5905,15664270.0,692,3,1,45,5,142084.04,4,1,0,188305.85,1,2017-10-06 00:00:00
5906,15731519.0,511,1,2,30,3,0.0,2,1,0,143994.86,0,2019-11-17 00:00:00
5907,15745623.0,788,1,1,32,6,112079.58,1,0,0,89368.59,0,2017-01-04 00:00:00
5908,15813862.0,526,2,1,66,4,132044.6,2,1,1,158365.89,0,2019-01-01 00:00:00
5909,15641934.0,749,2,2,46,7,66582.81,1,1,0,78753.12,1,2016-05-07 00:00:00
5910,15713043.0,691,1,2,33,4,0.0,2,1,1,100408.31,0,2018-10-19 00:00:00
5911,15700749.0,481,1,2,39,5,0.0,1,1,1,24677.54,0,2018-09-20 00:00:00
5912,15697567.0,752,1,1,33,4,0.0,2,1,1,39570.78,0,2018-09-26 00:00:00
5913,15715414.0,658,1,2,38,3,102895.1,1,0,0,155665.76,0,2019-09-23 00:00:00
5914,15639530.0,679,2,1,42,5,0.0,1,1,1,168294.27,0,2017-11-03 00:00:00
5915,15726058.0,754,3,1,27,4,117578.35,2,0,1,87908.01,0,2019-06-03 00:00:00
5916,15725665.0,679,1,1,47,5,198546.1,2,1,0,191198.92,1,2018-04-13 00:00:00
5917,15698872.0,633,2,2,39,7,0.0,2,0,0,191207.03,0,2016-09-21 00:00:00
5918,15812184.0,674,1,2,31,6,0.0,1,1,0,128954.05,0,2016-11-08 00:00:00
5919,15742609.0,600,3,1,28,6,116623.31,1,0,1,59905.29,0,2017-06-08 00:00:00
5920,15815043.0,645,2,1,49,5,0.0,2,1,0,162012.6,0,2018-03-03 00:00:00
5921,15640648.0,698,1,1,36,4,0.0,2,0,1,19231.98,0,2018-11-16 00:00:00
5922,15627203.0,508,2,1,54,4,0.0,1,1,1,175749.36,0,2018-12-07 00:00:00
5923,15786196.0,555,1,2,44,5,105770.7,3,1,0,60533.96,1,2018-07-27 00:00:00
5924,15612095.0,751,1,2,48,6,0.0,1,1,0,137508.42,1,2017-04-18 00:00:00
5925,15674368.0,738,1,2,39,3,94435.45,2,0,1,189430.86,0,2019-10-11 00:00:00
5926,15783477.0,706,3,2,39,3,112889.91,1,0,1,6723.66,0,2019-11-13 00:00:00
5927,15757559.0,595,1,2,53,6,0.0,2,1,0,41371.68,1,2016-11-29 00:00:00
5928,15591036.0,577,3,2,43,4,127940.47,1,0,0,125140.72,1,2019-06-07 00:00:00
5929,15761241.0,578,3,2,36,6,129745.1,1,1,1,143683.75,0,2016-12-10 00:00:00
5930,15695078.0,699,1,1,32,5,0.0,2,1,1,170770.44,0,2018-04-22 00:00:00
5931,15645744.0,826,1,2,30,5,0.0,2,0,1,157397.57,0,2018-09-08 00:00:00
5932,15566988.0,656,3,2,46,5,141535.52,1,1,0,50595.15,1,2018-09-12 00:00:00
5933,15749300.0,556,1,2,47,4,139914.27,1,1,1,50390.98,0,2019-06-13 00:00:00
5934,15594340.0,569,1,1,41,4,120243.49,1,1,0,163150.03,1,2019-09-03 00:00:00
5935,15607065.0,765,1,1,34,5,91835.16,1,0,0,138280.17,0,2017-09-26 00:00:00
5936,15778089.0,544,2,1,37,5,0.0,2,0,0,135067.02,0,2018-04-03 00:00:00
5937,15773723.0,588,2,2,22,4,67178.19,1,1,1,163534.75,1,2018-12-17 00:00:00
5938,15697035.0,740,2,2,31,4,0.0,2,0,0,86657.48,0,2019-06-03 00:00:00
5939,15679668.0,850,2,1,38,6,115378.94,1,0,1,162087.82,0,2017-05-06 00:00:00
5940,15709861.0,766,3,1,30,5,127786.28,2,1,1,28879.3,0,2018-08-08 00:00:00
5941,15791958.0,849,1,2,41,3,0.0,2,1,1,169203.51,1,2019-11-01 00:00:00
5942,15791030.0,612,1,2,33,6,64900.32,2,1,0,102426.12,0,2016-12-10 00:00:00
5943,15695339.0,517,3,1,53,3,109172.88,1,1,0,54676.1,1,2019-11-23 00:00:00
5944,15658813.0,645,1,2,55,6,0.0,2,1,1,18369.33,0,2016-12-19 00:00:00
5945,15715709.0,696,3,1,43,4,114091.38,1,0,1,159888.1,0,2018-10-20 00:00:00
5946,15722533.0,716,1,2,40,7,0.0,2,0,1,167636.15,0,2016-06-21 00:00:00
5947,15683118.0,590,1,1,32,4,0.0,2,1,0,138889.15,0,2019-05-29 00:00:00
5948,15672798.0,656,1,2,45,4,145933.27,1,1,1,199392.14,0,2019-08-28 00:00:00
5949,15680112.0,473,3,2,35,3,131504.73,1,1,0,189560.43,0,2019-10-02 00:00:00
5950,15714575.0,742,3,2,44,3,107926.02,1,0,1,17375.27,1,2019-10-24 00:00:00
5951,15806808.0,834,3,2,57,4,112281.6,3,1,0,140225.14,1,2018-11-30 00:00:00
5952,15590637.0,721,1,1,41,3,0.0,2,0,1,61018.85,0,2019-09-23 00:00:00
5953,15657535.0,590,2,1,29,5,0.0,1,1,1,51907.72,1,2017-11-17 00:00:00
5954,15696141.0,516,2,2,31,4,0.0,1,1,0,47018.75,0,2018-12-19 00:00:00
5955,15811947.0,850,1,1,33,3,124781.67,1,0,1,33700.52,0,2019-11-15 00:00:00
5956,15649024.0,748,1,2,39,5,132865.56,1,1,1,59636.43,1,2018-02-25 00:00:00
5957,15594928.0,798,3,2,38,7,129055.13,1,1,0,157147.59,0,2016-03-21 00:00:00
5958,15765532.0,612,3,1,76,6,96166.88,1,1,1,191393.26,0,2016-11-06 00:00:00
5959,15741719.0,540,1,2,40,5,165298.12,1,0,1,199862.75,0,2018-06-01 00:00:00
5960,15665629.0,719,2,2,33,4,0.0,2,1,0,20016.59,0,2019-08-01 00:00:00
5961,15728917.0,598,1,1,48,6,120682.53,1,1,0,30635.52,1,2017-07-10 00:00:00
5962,15762993.0,796,2,1,32,7,102773.15,2,0,1,117832.88,0,2016-05-15 00:00:00
5963,15571193.0,579,3,1,42,6,144386.32,1,1,1,22497.1,1,2017-01-01 00:00:00
